STATIONS_ID;MESS_DATUM;QN_3;  FX;  FM;QN_4; RSK;RSKF; SDK;SHK_TAG;  NM; VPM;  PM; TMK; UPM; TXK; TNK; TGK;eor
       1503;20221024;    1;  14.6;   5.4;    1;   1.9;   6;    3.133;   0;   5.3;  13.8; 1004.73;   15.2;   80.04;   18.1;   11.9;    9.9;eor
       1503;20221025;    1;  10.5;   4.0;    1;   0.0;   6;    3.150;   0;   6.3;  13.4; 1012.77;   13.3;   87.42;   16.7;    6.8;    4.9;eor
       1503;20221026;    1;   6.9;   2.6;    1;   0.0;   0;    5.333;   0;   7.3;  13.2; 1015.56;   13.0;   88.58;   19.5;    6.6;    5.1;eor
       1503;20221027;    1;   8.5;   3.2;    1;   0.0;   6;    2.867;   0;   7.1;  15.3; 1019.92;   15.9;   84.54;   19.8;   11.7;    9.1;eor
       1503;20221028;    1;   9.2;   3.2;    1;   0.0;   6;    4.250;   0;   6.3;  15.8; 1016.74;   16.9;   82.46;   21.4;   11.3;    8.6;eor
       1503;20221029;    1;   4.0;   1.7;    1;   0.0;   6;    2.050;   0;   7.6;  15.3; 1018.07;   14.3;   93.79;   20.1;    8.8;    7.5;eor
       1503;20221030;    1;   5.7;   1.8;    1;   0.0;   0;    6.433;   0;   6.5;  15.1; 1016.15;   15.5;   85.96;   20.8;   11.3;    8.0;eor
       1503;20221031;    1;   7.7;   2.6;    1;   0.1;   6;    2.467;   0;   7.7;  13.8; 1017.39;   12.7;   93.75;   15.7;    8.7;    7.0;eor
       1503;20221101;    1;  16.2;   5.6;    1;   0.0;   6;    5.900;   0;   4.3;  11.9; 1011.56;   14.5;   72.17;   16.7;   11.8;    9.9;eor
       1503;20221102;    1;  16.4;   6.2;    1;   0.0;   6;    3.967;   0;   5.7;  10.1; 1015.26;   11.8;   72.46;   14.5;    9.3;    7.1;eor
       1503;20221103;    1;  10.9;   5.6;    1;   1.2;   6;    0.000;   0;   7.9;  10.6; 1006.19;   11.9;   76.04;   14.4;    9.7;    7.8;eor
       1503;20221104;    1;  12.7;   4.4;    1;   0.3;   6;    3.250;   0;   4.8;  10.7; 1004.62;    9.7;   88.88;   13.1;    5.9;    3.0;eor
